wiki_content,wiki_title
"During the 1640s, Apaseo embarked upon a period of economic expansion through ranching in Ixtla, el Peñón and Apaseo el Alto, and fabric manufacturing in Ixtla. The village was inhabited mostly by Indians, especially Otomi, who were already in the process of assimilating. Many had adopted Spanish surnames such as Valencia, Arrieta, Esparragoza, Sánchez, and González; others translated names like Águila (Eagle) or Conejo (Rabbit). Blacks and mulattos were employed as servants on farms centered around the village of Ixtla.
",Apaseo el Grande
"In 1690, Apaseo's baptistery was expanded to a parish church with its existing architectural form as the town's main building.[relevant?  – discuss] These were times of economic prosperity for Apaseo that united traditional grain and fruit farmers with cattle and sheep farmers. Sheep produced meat and wool, which was especially valued to create garments woven in Obraje de San Diego de Ixtla and Obrajuelo.  Wool supplies fueled wholesale and retail markets in Zacatecas, Guadalajara, Mexico City and the Bajío zone through the Camino Real (Royal Road).
",Apaseo el Grande
"By 1748, Apaseo was the fourth-largest city in what would be the state of Guanajuato.
The indigenous people of Apaseo started to build a temple on the Camino Real, which was completed c.1824 and was dedicated to the Divina Pastora, better known today as the Pastorcita.
In December 1786, the village of Apaseo and its jurisdiction were incorporated into the Municipality of Guanajuato, along with the city of Celaya. Problems soon arose over land distribution and legal funds, and Apaseo clashed with the Mayorazgo over water rights.
",Apaseo el Grande
"The leaders of the Hidalgo Revolt, theologian Miguel Hidalgo y Costilla and military officer Ignacio Allende, were known and esteemed in Apaseo – Allende's sister was married to the village's Síndico Procurador (city attorney), Don Domingo Busce. When the uprising approached Celaya in September 1810, a panic broke out in the city.  Starting on 22 September, Spaniards fled to refuge at Querétaro.
",Apaseo el Grande
"On September 26, in perhaps the first offensive action, colonial troops attacked Apaseo to arrest Busce, who was accused of complicity with the insurgents.  During mid-November, 7,000 men under command of Don Felix Maria Calleja stayed overnight in Apaseo, while preparing to engage Allende's rebels.
",Apaseo el Grande
"On September 9, 1812, the rebel Colonel Don Antonio Velasco attacked Apaseo, defeating the village's small colonial garrison.  The following year, Apaseo established additional colonial garrisons at the haciendas El Tunal and Obrajuelo.  Agustin de Iturbide began a relentless war against the insurgents in Bajio, working with Apaseo Parish Priest Don Manuel María Rodeles and families of the village.
",Apaseo el Grande
"In late 1815, the insurgents were active near Apaseo and on December 19 they killed three soldiers form the El Tunal garrison. Using tactics of damaging the economic base, insurgents attacked the Hacienda de Ameche on April 25, 1818. On July 9, 1818, safeguards were ordered so merchants and artisans from Celaya could attend to business in Apaseo with minimal risk.
",Apaseo el Grande
"On December 30, 1819, Pablo Esquivel, leader of the Picacho rebels, was captured and beheaded by the Apaseo garrison. On January 6, 1820, insurgent José Trinidad Aguado was captured and executed, and it seemed there was victory of the royal arms over the insurgency in Apaseo.
",Apaseo el Grande
"After Iturbide and Vicente Guerrero agreed to end the conflict in 1821, the Spanish garrison left Apaseo. By November 1821, independence was recognized across the country. Apaseo retained its municipal status under the new government, and on April 14, 1826, elected its first constitutional mayor, Don José Pablo Gomez.
",Apaseo el Grande
"In 1830, Apaseo's textile mills failed, as did others across the country due to the impact of British textile imports.  This brought economic hardship, and the same year a severe cholera epidemic killed 680 people.
",Apaseo el Grande
"In 1856, Don Octaviano Muñoz Ledo purchased the Mayorazgo Hacienda and the adjoining haciendas of San Jose and San Cristobal, solidifying his family's long-standing relationship with Apaseo.
",Apaseo el Grande
"During the Reform War (1857–1860), Apaseo saw much action due to its strategic location to access the Bajio region. In the Battle of Celaya (1858), General Luis G. Osollo's army, in combination with Casanova and General Tomás Mejía, attacked General Don Anastasio Parrodi; Osollo chased Parrodi into Salamanca and defeated the Liberal forces.
",Apaseo el Grande
"Meanwhile, Apaseo witnessed an act of chivalry from General Miguel Miramón who – knowing that General Don Santiago Tapia was seriously injured and taking refuge in Apaseo – promised not to disturb the wounded and also sent his doctor to treat them.
",Apaseo el Grande
"The eventual Liberal victory meant full implementation of the 1857 Constitution and the reform laws, mainly the Confiscation (Disentailment) Act, which affected the church and community assets. In Apaseo, substantial church properties were expropriated, including several farms.
",Apaseo el Grande
"During the second French intervention in Mexico (1861–1867), when the capital was captured, President Juarez withdrew through Apaseo on June 5, 1863, taking the treasury to the interior. Liberal Apasean citizens received him and invited him to refreshment in Don Marcos Corona's house. The resistance crumbled to Franco-Mexican forces and on November 29, 1863, Apaseo and Celaya signed the accession instrument to the Second Mexican Empire in the presence of Mejía. French troops appeared in Apaseo and Celaya on December 3.
",Apaseo el Grande
"Maximilian I took the throne, and toured the Bajío in August 1864. He was warmly received in Apaseo, though Liberals including Don Canuto Gómez hid the temple bell clappers, forcing improvisation using hammers to ring the bells for the Emperor's party. Marshal François Achille Bazaine married on June 26, 1865, and Maximilian provided a dowry of two farms in Apaseo. The new government had seized and redistributed more than half of the old part of Apaseo: most properties had belonged to Liberals but the Mayorazgo Hacienda had belonged to Muñoz Ledo, a Conservative.
",Apaseo el Grande
"Among those who rose to defend the Republic and attack Franco-Mexican garrisons along the old Camino Real (then called the National Road) was a female bandit captain called ""La Carambada"". Her main point of assault was cerca pinta near Caleras de Ameche.
",Apaseo el Grande
"With discontent throughout the country and the withdrawal of French support, Maximilian withdrew to Querétaro. On February 22 and 23, 1867, General Mendez's Imperial Brigade of 3,000 men stayed in Apaseo on their way to join Maximilian. Behind them, the Republican army of 17,000 men passed through on March 4 and 8.
",Apaseo el Grande
"On June 30, 1870, the town of Apaseo received the title of Villa.
",Apaseo el Grande
"On May 18, 1874, Muñoz Ledo died at 68 years old. He had been a senator, minister, and governor of Guanajuato and Querétaro, and introduced the telegraph to the state. At end of his life, he had many difficulties recovering his properties.
",Apaseo el Grande
"During the 35-year regime of Porfirio Díaz, peace allowed for the creation of much-delayed public works in Apaseo, particularly in the current Plaza Hidalgo, that was the court of the first parish church and cemetery.
",Apaseo el Grande
"By 1880, Apaseo had constructed an embankment, culverts and railway station. On March 31, 1882, the first passenger train came to Apaseo. The proximity to Querétaro and Celaya prompted Apaseo to become a metropolis of an agricultural area, where activities take place outside the village, at the haciendas and ranches.  In 1904, the population of the town was 4,123 and the district was 27,587.
",Apaseo el Grande
